,text,Mapping,word_count,unique_wordcount,mean_word_length,tweet_length,url_count,hashtags,mention_count,stopwords,punctuation_count,text_Adjectives,Processed_Text
310,@user but you can't expect us to hire one in only 3 weeks. Who moves that quickly on a coaching search? #sarcasm,0,22,22,4.14,112,0,1,1,10,5,@, but you cant expect us to hire one in only  weeks who moves that quickly on a coaching search sarcasm
311,A #celebrity is a person who is known for his well-knownness. #fact #TeamFollowBack #irony,1,14,13,5.5,90,0,1,0,7,6,,a celebrity is a person who is known for his wellknownness fact teamfollowback irony
312,Is there a basketball game on today? I'm not really sure. #ESPN seems to not be promoting anything about it. #sarcasm,1,21,20,4.62,117,0,1,0,10,6,sure,is there a basketball game on today im not really sure espn seems to not be promoting anything about it sarcasm
313,@user @user @user We Agree #NHSENGLAND needs to #Publish #AandE figures over #HolidayPeriod #Sarcasm from #JeremyHunt,0,16,14,6.38,117,0,1,1,4,9,Publish,   we agree nhsengland needs to publish aande figures over holidayperiod sarcasm from jeremyhunt
314,"If you've got the world on a string, you should give me some of that string, think of all the cool applications. #whatamidoing",0,23,20,4.52,126,0,1,0,14,5,cool,if you have got the world on a string you should give me some of that string think of all the cool applications whatamidoing
315,Christmas this Christmas that FOH its just a day people !! get a grip and sit down nd chow some Mopani worms,0,22,20,3.95,108,0,0,0,10,2,,christmas this christmas that foh its just a day people  get a grip and sit down nd chow some mopani worms
316,#Warn them that your degree of #sarcasm depends on them in this #funny tank top! Order now at,0,18,17,4.22,93,0,1,0,9,4,sarcasm funny,warn them that your degree of sarcasm depends on them in this funny tank top order now at
317,The #Gophers aren't nervous. #SammyCommentary #Gophers,0,6,5,8.17,54,0,1,0,2,5,nervous SammyCommentary,the gophers arent nervous sammycommentary gophers
318,Bitches be like ..... #more #appointments #please #not#crazy#enough .... YET @ orthodontist,0,12,12,6.67,91,0,1,1,2,16,.. crazy @,bitches be like  more appointments please notcrazyenough  yet  orthodontist
319,I am so glad that I woke up early for this office visit to have to the mother not show up! #not,1,22,20,3.36,95,0,1,0,13,2,glad,i am so glad that i woke up early for this office visit to have to the mother not show up not
320,#Science of the #GardenOfEden - #Eden #KentHovind #Christian #Jesus #Christ #c...,0,11,11,6.45,81,0,1,0,2,12,,science of the gardenofeden  eden kenthovind christian jesus christ c
321,Sickens me that killing innocent black men & children has become such a lucrative career in America. #MikeBrown #TrayvonMartin #EricGarner,0,20,20,5.95,138,0,1,0,6,5,innocent black lucrative,sickens me that killing innocent black men  children has become such a lucrative career in america mikebrown trayvonmartin ericgarner
322,50km into the #Rapha #festive500 and we stop off for a Coffee#1... Toes are coming back to life @user,0,19,19,4.37,101,0,1,1,9,7,,km into the rapha festive and we stop off for a coffee toes are coming back to life 
323,@user u do really need to get a wee bit more lol,0,12,12,3.08,48,0,0,1,5,1,u wee lol, u do really need to get a wee bit more lol
324,"@user so if they undo the affordable care act, and I should expect my insurance to decline 33%? #Not #Gonna #Happen",0,21,21,4.52,115,0,1,1,9,7,affordable, so if they undo the affordable care act and i should expect my insurance to decline  not gonna happen
325,@user @user #not sure who will take it home?,0,9,8,4.0,44,0,1,1,2,4,sure,  not sure who will take it home
326,"I actually just started crying while brushing my teeth due to lack of sleep, stress and test anxiety. Today's gonna be a good one... #not",1,25,25,4.52,137,0,1,0,9,7,due good,i actually just started crying while brushing my teeth due to lack of sleep stress and test anxiety todays gonna be a good one not
327,Don't you just love those people who won't shut up in class then hold everyone back by asking the teacher to repeat answers? #sarcasm,1,24,24,4.58,133,0,1,0,12,4,,dont you just love those people who wont shut up in class then hold everyone back by asking the teacher to repeat answers sarcasm
328,"@user Oh, BELIEVE me. I agree totally. My tweet was pure #sarcasm. We need MORE #guns, not less. Santa is bringing me one. #2A",1,24,24,4.29,126,0,1,1,8,11,pure, oh believe me i agree totally my tweet was pure sarcasm we need more guns not less santa is bringing me one a
329,The #Congressional #report on #torture #confirms that #AlQaeda was #not #involved in the #attacks of #September 11|http://t.co/GNBabcXR25,0,17,17,7.12,137,1,1,0,7,15,Congressional,the congressional report on torture confirms that alqaeda was not involved in the attacks of september 
330,#Sarcasm makes you mentally stronger. Which is very effective when dealing with emotional #stress and #fustration.|#funfact #WhatIfISay,0,17,17,7.0,135,0,1,0,7,8,effective emotional fustration.| funfact,sarcasm makes you mentally stronger which is very effective when dealing with emotional stress and fustrationfunfact whatifisay
331,Also it is funny how things at work get done when I'm on my off week #sarcasm,1,17,17,3.59,77,0,1,0,11,2,funny,also it is funny how things at work get done when im on my off week sarcasm
332,@user is this a new/recent release?,0,6,6,5.0,35,0,0,1,3,3,@ new/recent, is this a newrecent release
333,When I'm lacking inspiration I resort to scribbling angry/pretty things. Great start to the week! #sarcasm,1,16,15,5.69,106,0,1,0,6,5,angry/pretty,when im lacking inspiration i resort to scribbling angrypretty things great start to the week sarcasm
334,Also it's amazing how a shower and Taco Bell can make you feel like a new person. @user,0,18,17,3.89,87,0,0,1,9,3,amazing new,also its amazing how a shower and taco bell can make you feel like a new person 
335,Visit #Tripplebeam #Music #Promotions @ #Michigan,0,6,6,7.33,49,0,1,1,0,5,,visit tripplebeam music promotions  michigan
336,'nuff #Bob #Couldn039t #Not #Repin #Ross #tattoo|Please RT:,0,8,8,6.5,59,0,1,0,0,9,,nuff bob couldnt not repin ross tattooplease rt
337,HAPPY BIRTHDAY BECCA. I just looked through ALL of my pictures which you know is a ton and found my...,0,20,20,4.15,102,0,0,0,11,4,HAPPY,happy birthday becca i just looked through all of my pictures which you know is a ton and found my
338,Have you lost your zing? Working too hard? Check out my latest quickie: #habitually #internetmarketnewbie,0,15,15,6.07,105,0,1,0,6,5,,have you lost your zing working too hard check out my latest quickie habitually internetmarketnewbie
339,"Heartless Sanghi #Sarcasm""@Retributions: #IndiawithPakistan because a dumb nation deserves to be taken for a ride again and again. #Lakhvi""",0,19,18,6.37,139,0,1,1,8,8,dumb,heartless sanghi sarcasm indiawithpakistan because a dumb nation deserves to be taken for a ride again and again lakhvi
340,I guess waking up every couple hours is cool |#not,1,10,10,4.1,50,0,1,0,3,2,cool,i guess waking up every couple hours is cool not
341,#Is #There #Too #Much to #Do or #Are #You #Not #Delegating #Enough ?,0,13,13,4.31,68,0,1,0,2,11,,is there too much to do or are you not delegating enough 
342,@user @user told to stop work under crew contracts #irony,1,10,9,4.8,57,0,1,1,2,3,,  told to stop work under crew contracts irony
343,I need to get out of this car before I kill my dad.,0,13,12,3.0,51,0,0,0,9,1,,i need to get out of this car before i kill my dad
344,Everytime I try to like Chris Brown he does something to royally eff that up. Dude is a chronic loose cannon #chrisbrown #Karrueche,0,23,22,4.74,131,0,1,0,9,3,chronic loose chrisbrown,everytime i try to like chris brown he does something to royally eff that up dude is a chronic loose cannon chrisbrown karrueche
345,#bedroom #decoration done lol #upstairs just needs a hoover... #Christmas 🎅 #decorations #downstairs #now xxx,0,15,15,6.33,109,0,1,0,2,10,lol upstairs,bedroom decoration done lol upstairs just needs a hoover christmas 🎅 decorations downstairs now xxx
346,Look good feel good! #not #TeamNoSleep #cantopeneyes,1,7,7,6.57,52,0,1,0,0,4,good good,look good feel good not teamnosleep cantopeneyes
347,How much did it cost to build #mygov #medicare? I see this way too often...,0,15,15,4.07,75,0,1,0,7,6,mygov,how much did it cost to build mygov medicare i see this way too often
348,That sad moment you realize you're past the point of having all those presents under the tree. I wanna move back in.,0,22,21,4.32,116,0,0,0,11,3,sad,that sad moment you realize youre past the point of having all those presents under the tree i wanna move back in
349,"So I may have had a ""few"" empties to recycle... ♻♻ |I ❤ #craftbeer",0,14,14,3.79,66,0,1,0,6,7,few ❤,so i may have had a few empties to recycle ♻♻ i ❤ craftbeer
350,"@user @user @user @user @user @user yet in Ferguson, MO the mayor and Gov are Dems. #irony",1,17,12,4.35,90,0,1,1,4,9,,      yet in ferguson mo the mayor and gov are dems irony
351,Abnormal professor walks in with the finals in a Zoloft bag #irony #psychhumor,1,13,12,5.08,78,0,1,0,5,2,irony,abnormal professor walks in with the finals in a zoloft bag irony psychhumor
352,@user in hereford but can't leave bambino alone!,0,8,8,5.12,48,0,0,1,3,3,, in hereford but cant leave bambino alone
353,@user skiing in Regents Park much #not,1,7,7,4.57,38,0,1,1,1,2,, skiing in regents park much not
354,Rejoice in knowing he is now in his new place...#not easy,0,11,10,4.27,57,0,1,0,5,4,new easy,rejoice in knowing he is now in his new placenot easy
355,"When ""make dua for me bro"" turns into an hour long conversation",0,12,12,4.33,63,0,0,0,5,2,long,when make dua for me bro turns into an hour long conversation
356,"@user @user A thief, a liar, a vote rigger, mocks those who use food banks and an online bully #irony",0,20,18,4.1,101,0,1,1,7,6,,  a thief a liar a vote rigger mocks those who use food banks and an online bully irony
357,"What the hell has happened to Shahid Afridi in last couple of days? Left alone more bouncers than played, got a review right. #pakvnz",0,24,24,4.58,133,0,1,0,9,4,last,what the hell has happened to shahid afridi in last couple of days left alone more bouncers than played got a review right pakvnz
358,Sub is making class go by so slow that I feel like I am losing brain cells. #irony #substitute #MoveitAlong,1,20,19,4.4,107,0,1,0,8,4,slow irony substitute,sub is making class go by so slow that i feel like i am losing brain cells irony substitute moveitalong
359,#Photography #Photoshop #Photos #Art #EyeCandy #Bible on #TSU 💁🎄🎅 ||#FOLLOW,0,10,10,6.6,75,0,1,0,1,10,,photography photoshop photos art eyecandy bible on tsu 💁🎄🎅 follow
360,@user Yeah someone with Hayek and hockey in their name calling someone racist #irony @user,1,15,13,5.07,90,0,1,1,4,3,, yeah someone with hayek and hockey in their name calling someone racist irony 
361,"The Rondo, Ellis, Parsons, Dirk, Chandler starting line up would be one of my favorites in league. Mavs should go all out for Rondo.",0,24,24,4.54,132,0,0,0,11,6,,the rondo ellis parsons dirk chandler starting line up would be one of my favorites in league mavs should go all out for rondo
362,@user @user @user but of course it was. Cops could shoot a black man in front of a hospital & I bet you he'd still get no aid.,0,28,24,3.54,126,0,0,1,13,7,black,   but of course it was cops could shoot a black man in front of a hospital  i bet you hed still get no aid
363,I love it when people ignore me. #sarcasm,1,8,8,4.25,41,0,1,0,3,2,,i love it when people ignore me sarcasm
364,"Every you're a fucking cunt, lying cunt did I say cunt song is about you now. How cute is that #defo #not #pissed #off #nope",0,25,23,4.0,124,0,1,0,10,8,fucking,every youre a fucking cunt lying cunt did i say cunt song is about you now how cute is that defo not pissed off nope
365,"@user not you, you're on pain medications 😂",0,8,8,4.5,43,0,0,1,3,3,, not you youre on pain medications 😂
366,What a great Christmas. 😅 #not,1,6,6,4.17,30,0,1,0,2,2,great,what a great christmas 😅 not
367,i hate waking up in the mornings 😒#basicbrianna #not #an #early #bird,0,12,12,4.83,69,0,1,0,4,5,i early,i hate waking up in the mornings 😒basicbrianna not an early bird
368,"@user yeah amazing night, I think he out till the death! I'll let u know xx",0,16,16,3.75,75,0,0,1,5,4,amazing, yeah amazing night i think he out till the death ill let u know xx
369,I wish I did better in high school,0,8,7,3.38,34,0,0,0,4,0,high,i wish i did better in high school
370,At the Toys for Lil Troops event for @user donating toys to children of deployed and low income troops.,0,19,18,4.47,103,0,0,1,7,2,low,at the toys for lil troops event for  donating toys to children of deployed and low income troops
371,The song was 'don't cry for me Argentina' #irony,1,9,9,4.44,48,0,1,0,4,4,'do,the song was dont cry for me argentina irony
372,I liked a @user video The Ubisoft Graduate Program - Gameplay Programming,0,12,12,5.17,73,0,0,1,3,2,,i liked a  video the ubisoft graduate program  gameplay programming
373,I wonder how many people who visit food banks have huge TVs or are drunks? #freedomofspeech #foodbanks,0,17,17,5.06,102,0,1,0,6,3,many huge freedomofspeech,i wonder how many people who visit food banks have huge tvs or are drunks freedomofspeech foodbanks
374,"#Alien dit : What is #Religion, it is a culture that has been invented by a #Fool who wanted to do everything that is #Not legal #Legally..",0,27,23,4.19,139,0,1,0,15,9,legal,alien dit  what is religion it is a culture that has been invented by a fool who wanted to do everything that is not legal legally
375,Lazying about in a hoody #WinterTimes,0,6,6,5.33,37,0,1,0,3,1,,lazying about in a hoody wintertimes
376,Forgot to enter #sarcasm,0,4,4,5.25,24,0,1,0,1,1,,forgot to enter sarcasm
377,"#A #tax #per mile? #Americans #should #not #allow #GPS #tracking #of #cars, #trucks: Watch out – as the new year...",0,20,20,4.8,115,0,1,0,3,18,allow new,a tax per mile americans should not allow gps tracking of cars trucks watch out – as the new year
378,Long distance relationships are serious SH*t #not ayoba...,0,8,8,6.38,58,0,1,0,1,5,Long serious,long distance relationships are serious sht not ayoba
379,Happy Birthday to me! #imgettinold #not #ionlygetbetter ROLL TIDE!,1,9,9,6.44,66,0,1,0,1,5,Happy imgettinold,happy birthday to me imgettinold not ionlygetbetter roll tide
380,We are MAD Gamers: | Follow @user #Wellington #NewZealand,0,9,9,5.44,57,0,1,1,2,5,MAD,we are mad gamers  follow  wellington newzealand
381,So not okay with DB's racist jokes.,0,7,7,4.14,35,0,0,0,3,2,okay,so not okay with dbs racist jokes
382,"#notcies #eu European Council: Press conference by Donald TUSK, Jean-Claude JUNCKER,, and Matteo RENZI,",0,14,14,6.43,103,0,1,0,2,8,eu European,notcies eu european council press conference by donald tusk jeanclaude juncker and matteo renzi
383,@user u bragged all yr about having Peyton in 2 leagues only to get beat in the 1st round in both #irony 😂😂😂😂,1,23,21,3.78,109,0,1,1,11,2,u, u bragged all yr about having peyton in  leagues only to get beat in the st round in both irony 😂😂😂😂
384,"The feeling you get, when you just wanna flip the table and screw the finals.",0,15,13,4.2,77,0,0,0,8,2,,the feeling you get when you just wanna flip the table and screw the finals
385,They working me so hard tonite,0,6,6,4.17,30,0,0,0,3,0,hard,they working me so hard tonite
386,@user @user this vine won't come up 😫😫😫,0,8,7,4.0,39,0,0,1,3,3,,  this vine wont come up 😫😫😫
387,#Lance #Stephenson #not #traveling #with #team #on two-game #road #trip: Stephenson is still unable to run fully...,0,17,17,5.82,115,0,1,0,2,14,two-game unable,lance stephenson not traveling with team on twogame road trip stephenson is still unable to run fully
388,Jeez I wish the government paid for my food. #not #EBTbitches,1,11,11,4.64,61,0,1,0,4,3,,jeez i wish the government paid for my food not ebtbitches
389,"Hey @user some of your geeky/nerdy followers need #sarcasm marker on posts like that. Otherwise, they'll start doing exactly the same :)",0,22,22,5.23,136,0,1,1,9,8,sarcasm same,hey  some of your geekynerdy followers need sarcasm marker on posts like that otherwise theyll start doing exactly the same 
390,Pretty Shitty day I'm gonna be soaked and full of mud and clay #iliketogetdirty #notreally #sarcasm,1,16,15,5.25,99,0,1,0,5,4,full iliketogetdirty,pretty shitty day im gonna be soaked and full of mud and clay iliketogetdirty notreally sarcasm
391,"when you refer to yourself in the plural, you'll get that @user @user @user @user @user @user",0,17,12,4.53,93,0,0,1,9,8,plural,when you refer to yourself in the plural youll get that      
392,That moment when the ad plays flawlessly but the video keeps buffering #irony #YouTube @user,1,15,14,5.2,92,0,1,1,5,3,irony,that moment when the ad plays flawlessly but the video keeps buffering irony youtube 
393,Gotta love a Romanian playing an improvised version of jingle bells in a minor key. Really sets the festive mood. #not,1,21,20,4.67,118,0,1,0,6,3,Romanian improvised minor festive,gotta love a romanian playing an improvised version of jingle bells in a minor key really sets the festive mood not
394,Perfect time to get sick 😢 #not,1,7,7,3.57,31,0,1,0,2,1,Perfect sick,perfect time to get sick 😢 not
395,I'm giving up a lot of stuff to make sure others are happy . I wonder if anyone ever look past my appearance and see what I'm feeling 😩,0,29,28,3.69,135,0,0,0,13,3,sure happy past,im giving up a lot of stuff to make sure others are happy  i wonder if anyone ever look past my appearance and see what im feeling 😩
396,Merry Christmas to all my friends and family... Santa just finished at my house!!,0,14,13,4.86,81,0,0,0,7,5,,merry christmas to all my friends and family santa just finished at my house
397,<-Video $ #SmartPhone can pay you to post!||#iphone #samsung #S4 #S3 #ipad #tablet #mlm|Start@,0,14,14,5.79,94,0,1,1,3,16,< || samsung ipad,video  smartphone can pay you to postiphone samsung s s ipad tablet mlmstart
398,I see the #irony of MY LAST 3 TWEETS COMBINED was lost entirely on a certain someone... Faith in humanity: -3% :(,0,22,22,4.18,113,0,1,0,8,9,certain,i see the irony of my last  tweets combined was lost entirely on a certain someone faith in humanity  
399,Lol hilarious pic RT @user What a game! @user win!,0,10,9,4.1,50,0,0,1,2,4,hilarious user,lol hilarious pic rt  what a game  win
400,You've set yourself some target to achieve there like love #hot or #not,0,13,13,4.54,71,0,1,0,7,3,hot,youve set yourself some target to achieve there like love hot or not
401,"Change is a Process, ||#Not an Event dafuq you thinking",0,10,10,4.6,55,0,1,0,4,4,Event,change is a process not an event dafuq you thinking
402,My son gave me a cold......again!!! Yay! #sarcasm #NotExcitedAboutThisShitAtAll,1,9,9,7.89,79,0,1,0,3,12,sarcasm,my son gave me a coldagain yay sarcasm notexcitedaboutthisshitatall
403,"A #sale is #not #something you #pursue, it's #what #happens to you #while you are #immersed in #serving your...",0,19,17,4.89,111,0,1,0,9,14,,a sale is not something you pursue its what happens to you while you are immersed in serving your
404,"@user ""Malala is fake and planted by the US coz Pakistan is perfectly safe for kids going to school"" #PeshawarAttack #Sarcasm",1,21,20,5.0,125,0,1,1,7,5,fake safe, malala is fake and planted by the us coz pakistan is perfectly safe for kids going to school peshawarattack sarcasm
405,Seriously has the #BBL04 got the tallest on ground interviewers of all time #talltowers #sevenfoot,0,15,14,5.6,98,0,1,0,6,3,,seriously has the bbl got the tallest on ground interviewers of all time talltowers sevenfoot
406,#Funny #18+ Turn On aquabreeze:||disgustinghotels:||#not all men,0,7,7,8.29,64,0,1,0,2,10,,funny  turn on aquabreezedisgustinghotelsnot all men
407,Yay jury duty 😒 #sarcasm,1,5,5,4.0,24,0,1,0,0,1,,yay jury duty 😒 sarcasm
408,"i may have played a part, but i wont take sole credit ;) @user @user",0,15,13,3.6,68,0,0,1,5,5,i sole user,i may have played a part but i wont take sole credit   
409,"@user @user I thought it was, what I call, the wet look lol",0,13,11,3.62,59,0,0,1,5,4,wet,  i thought it was what i call the wet look lol
410,A burned tongue is a lovely way to start the day #sarcasm #ouch,1,13,13,3.92,63,0,1,0,5,2,burned lovely ouch,a burned tongue is a lovely way to start the day sarcasm ouch
411,Literally functioning on 4 hours of sleep and I feel great 😄 !! #Not #CollegeisKillingMe #OneMoreWeek,1,16,16,5.38,101,0,1,0,4,5,great,literally functioning on  hours of sleep and i feel great 😄  not collegeiskillingme onemoreweek
412,When ya mates dad starts poking you on Facebook #Cringe 😲😬,0,11,11,4.36,58,0,1,0,3,1,dad,when ya mates dad starts poking you on facebook cringe 😲😬
413,The #irony is anti state ppl will claim the little man (hacker) won when in reality the state won #sony,1,20,17,4.2,103,0,1,0,6,4,anti little,the irony is anti state ppl will claim the little man hacker won when in reality the state won sony
414,#HowToGetUnfollowed Post pictures or videos of you smoking. Especially blowing smoke at the camera. #SoCool #Not #GTFO,1,17,17,6.0,118,0,1,0,5,6,,howtogetunfollowed post pictures or videos of you smoking especially blowing smoke at the camera socool not gtfo
415,These refs are pissing me off. They seriously have no idea of what's going on.,0,15,15,4.27,78,0,0,0,8,3,,these refs are pissing me off they seriously have no idea of whats going on
416,has anyone visualised the different colours and flavours of twitter streams? kinda lipmus test.,0,14,14,5.86,95,0,0,0,4,2,different lipmus,has anyone visualised the different colours and flavours of twitter streams kinda lipmus test
417,Psychic Advice weekdays at 9am (PDT) on Psychic View Radio..call in 347-850-1494 to ask YOUR question #BlogTalkRadio,0,17,16,5.88,116,0,1,0,5,7,Psychic,psychic advice weekdays at am pdt on psychic view radiocall in  to ask your question blogtalkradio
418,So ill. It actually hurts to breathe. Still that nice long walk to the station did me the world of good #not,1,22,20,3.95,108,0,1,0,10,3,nice good,so ill it actually hurts to breathe still that nice long walk to the station did me the world of good not
419,@user then later he snuggles up to The Royals with giddy glee #Irony,1,13,13,4.31,68,0,1,1,6,2,giddy, then later he snuggles up to the royals with giddy glee irony
420,"Blue skies, warm air, and the royal accommodation! #WhatMoreDoesOneNeed #Education? #Not...",1,11,11,7.36,91,0,1,0,2,10,warm royal,blue skies warm air and the royal accommodation whatmoredoesoneneed education not
421,it's International Human Rights Day #irony,1,6,6,6.17,42,0,1,0,1,2,,its international human rights day irony
422,So Jeremy Irons and Alan Rickman are BOTH in Marrakech just one week before I'm going there #everythingisfine #not #sonot,1,20,20,5.1,121,0,1,0,9,4,,so jeremy irons and alan rickman are both in marrakech just one week before im going there everythingisfine not sonot
423,@user I take it you're not in England then ; ),0,11,11,3.27,46,0,0,1,6,4,user, i take it youre not in england then  
424,#smile for the #photo #ok they said #boys #trouble #funny #football #kids #adorable #friends,0,14,14,5.64,92,0,1,0,3,10,funny adorable,smile for the photo ok they said boys trouble funny football kids adorable friends
425,When hailey I play trivia crack she wants the sports & entertainment while I aim for the science and history hahahah,0,21,19,4.57,116,0,0,0,9,1,trivia,when hailey i play trivia crack she wants the sports  entertainment while i aim for the science and history hahahah
426,@user Thanks for pirating my music! :D #not,1,8,8,4.5,43,0,1,1,2,4,, thanks for pirating my music d not
427,Welcome to the surrealist estate agency!!,0,6,6,6.0,41,0,0,0,2,2,surrealist,welcome to the surrealist estate agency
428,#Average #Ball #Not #Party #Ping #Pong #homedecor Please RT:,0,9,9,5.78,60,0,1,0,0,8,Average,average ball not party ping pong homedecor please rt
429,The fucking car just gave up..! #car #died #not-happy,0,9,9,5.0,53,0,1,0,2,7,up.. not-happy,the fucking car just gave up car died nothappy
430,I like the feeling when people thinks they're 2 steps ahead of me... But the truth is they're miles and miles behind me AHAHAHAHA |#sarcasm,1,25,22,4.6,139,0,1,0,12,7,,i like the feeling when people thinks theyre  steps ahead of me but the truth is theyre miles and miles behind me ahahahaha sarcasm
431,"BM ""gives me"" from 3 pm to 8 pm with my son today, that's fair huh? #NOT!",1,17,16,3.35,73,0,1,0,5,7,fair,bm gives me from  pm to  pm with my son today thats fair huh not
432,@user and if Marathi man speak hindi to Chu*** samajhte hai #irony,1,12,12,4.58,66,0,1,1,3,5,, and if marathi man speak hindi to chu samajhte hai irony
433,Lesson learnt? Herd of sheep who fought over TVs on #BlackFriday struggling to sell them #irony #capitalism,1,17,17,5.35,107,0,1,0,6,4,irony,lesson learnt herd of sheep who fought over tvs on blackfriday struggling to sell them irony capitalism
434,Tomorrow three test signature.|Thank you. |#school #sarcasm,1,7,7,7.57,59,0,1,0,0,6,,tomorrow three test signaturethank you school sarcasm
435,"So #GuardiansOfPeace win by threatening to destroy the #peace!!!, what a #irony",1,12,12,5.67,79,0,1,0,6,7,,so guardiansofpeace win by threatening to destroy the peace what a irony
436,My babygirl has an imaginary friend it's so cute to watch her talk to it.,0,15,14,3.93,73,0,0,0,8,2,imaginary cute,my babygirl has an imaginary friend its so cute to watch her talk to it
437,#UKArtistOnly @user @user @user present. #UKUntoldStory #MIXTape #GetOn #DUCMG,0,9,7,7.78,78,0,1,1,0,9,UKUntoldStory,ukartistonly    present ukuntoldstory mixtape geton ducmg
438,@user They say #not #responsible and your #NotWorthIt to offer even $10 #discounts for the worst #customerservice I have ever had!,0,21,21,5.24,130,0,1,1,9,8,responsible, they say not responsible and your notworthit to offer even  discounts for the worst customerservice i have ever had
439,Thanks GORI-san|#djgori #not for sale,0,5,5,6.6,37,0,1,0,1,4,,thanks gorisandjgori not for sale
440,We may be some time. #Hibernot #Not,0,7,7,4.14,35,0,1,0,3,3,,we may be some time hibernot not
441,@user @user @user @user @user @user I'm still going to Exeter whether they care or not,0,16,11,4.44,86,0,0,1,5,7,,      im still going to exeter whether they care or not
442,@user NDP to introduce bill to make OHIP public #not appropriate # confidentiality,0,13,12,5.38,82,0,1,1,2,3,public appropriate, ndp to introduce bill to make ohip public not appropriate  confidentiality
443,Oregon marching band playing @user music. #awesome #OregonDucks #OregonvsFloridaState #RoseBowl2015,0,10,10,9.0,99,0,1,1,0,6,awesome,oregon marching band playing  music awesome oregonducks oregonvsfloridastate rosebowl
444,@user we don't have a good enough singles depth atm to even account for doubles the problem has never been doubles always singles,0,23,21,4.65,129,0,0,1,9,2,good enough, we dont have a good enough singles depth atm to even account for doubles the problem has never been doubles always singles
445,Yay yet another week with a child home from school ill! Just a hint of #Sarcasm to brighten my day.,1,20,19,4.0,99,0,1,0,8,3,,yay yet another week with a child home from school ill just a hint of sarcasm to brighten my day
446,"#SMILES when there is #MONEY|#SCOWLS when there is #NOT|#RECOGNITION when there is #MONEY|#IGNORANCE when there is #NOT|⛪🏦💵 🏥💰🚓👊💥|""'💔#GOD$💔""",0,18,9,6.83,140,0,1,0,12,18,,smiles when there is moneyscowls when there is notrecognition when there is moneyignorance when there is not⛪🏦💵 🏥💰🚓👊💥💔god💔
447,@user hey I seen u have followed me and I was going to ask to check out my channel and help me with a shoutout for subscribers ??,0,28,24,3.64,129,0,0,1,15,3,, hey i seen u have followed me and i was going to ask to check out my channel and help me with a shoutout for subscribers 
448,Urban Glam High Heel Earrings $7|Leave email for invoice,0,9,9,5.33,56,0,0,0,1,2,,urban glam high heel earrings leave email for invoice
449,Gotta love being lied to.... #not,1,6,6,4.67,33,0,1,0,1,5,,gotta love being lied to not
450,@user @user Ladies wouldn't use that language.But I guess you are not one.,0,13,12,4.77,74,0,0,1,6,5,,  ladies wouldnt use that languagebut i guess you are not one
451,@user I hate you lol,0,5,5,3.2,20,0,0,1,2,1,, i hate you lol
452,I didn't know it's your territory I really. .. WHAT ARE YOU DOIN- no. . Please don't shoot at me I. .,0,22,20,3.64,101,0,0,0,11,11,,i didnt know its your territory i really  what are you doin no  please dont shoot at me i 
453,"Shopping day with Ms 15 today. Her haul included new Docs, eyeliner, bras, new issue Frankie mag, and half of Kikki K. Tired and broke now.",0,26,24,4.38,139,0,0,0,5,7,new new,shopping day with ms  today her haul included new docs eyeliner bras new issue frankie mag and half of kikki k tired and broke now
454,Sweet jeebus! MT @user CryoSat & Jason-2 confirm very high to phenomenal seas generated by North Atlantic low,0,18,18,5.11,109,0,0,1,3,4,high phenomenal,sweet jeebus mt  cryosat  jason confirm very high to phenomenal seas generated by north atlantic low
455,Hyper at 1AM when I really should be getting rest #ohwhale 🐋🐳,0,12,12,4.17,61,0,1,0,5,1,rest ohwhale,hyper at am when i really should be getting rest ohwhale 🐋🐳
456,"We were miles apart,but you found me, now we are close enough, still apart #irony",1,15,15,4.47,81,0,1,0,5,4,close,we were miles apartbut you found me now we are close enough still apart irony
457,Drinking a Southern Triangle IPA by @user at @user --,0,10,9,4.4,53,0,0,1,3,4,Southern,drinking a southern triangle ipa by  at  
458,"American Red Cross van ""together we can save lives..."" And the driver is smoking. #irony",1,15,15,4.93,88,0,1,0,5,7,,american red cross van together we can save lives and the driver is smoking irony
459,@user @user It also makes me want to post this...,0,10,9,4.0,49,0,0,1,4,5,,  it also makes me want to post this
460,#birthcontrol #lol #wtf #whatisbirthcontrol @user great commercial #sarcasm,1,8,8,8.5,75,0,1,1,0,6,lol wtf great commercial,birthcontrol lol wtf whatisbirthcontrol  great commercial sarcasm
461,Oh how I love working in Baltimore #not,1,8,8,4.0,39,0,1,0,3,1,,oh how i love working in baltimore not
462,Fans watch #tylerfarr in concert at @user #countrymusic #throwdown1035 #tampa,0,10,10,6.8,77,0,1,1,2,5,countrymusic throwdown1035,fans watch tylerfarr in concert at  countrymusic throwdown tampa
463,So I'm the school nurse today. And I have a fever. #irony,1,12,12,3.83,57,0,1,0,7,4,,so im the school nurse today and i have a fever irony
464,#BBC #News -- #USA -- #Jeb #Bush to #explore #White #House #bid.,0,12,11,4.42,64,0,1,0,1,14,,bbc news  usa  jeb bush to explore white house bid
465,"Thanks for the dick pic, really, thanks. #Sarcasm",1,8,8,5.25,49,0,1,0,2,4,,thanks for the dick pic really thanks sarcasm
466,@user @user spawn of Larry Ellison aka World's Worst Human,0,10,9,4.9,58,0,0,1,1,3,,  spawn of larry ellison aka worlds worst human
467,Really loves dentist appointments. #sarcasm,1,5,5,7.8,43,0,1,0,0,2,dentist,really loves dentist appointments sarcasm
